央视频道,#genre#
周星驰电影,http://107.150.60.122/live/lbzxc.m3u8
林正英影院,http://107.150.60.122/live/lblzy.m3u8
功夫台,https://smt.pixman.us.ci/proxy/74a1f88bb26edd96.m3u8
TVB星河頻道,https://smt.pixman.us.ci/proxy/eec374cc1e8d1626.m3u8
RTHK 33,https://smt.pixman.us.ci/proxy/0fdfa04b92f5c594.m3u8
东森电影,https://smt.pixman.us.ci/proxy/ff77d549ea9b89db.m3u8
东森洋片,https://smt.pixman.us.ci/proxy/f9cf8471c7491eb9.m3u8
龙祥时代,https://smt.pixman.us.ci/proxy/19edb2efac6d0b15.m3u8
美亚电影,https://smt.pixman.us.ci/proxy/ecf481c18cc23fd4.m3u8
年代新闻,https://smt.pixman.us.ci/proxy/bc7685dc95fd47bd.m3u8
天映频道,https://smt.pixman.us.ci/proxy/ef4e3e8fbf45f178.m3u8
纬来电影台,https://smt.pixman.us.ci/proxy/fcd99f4f15ad3077.m3u8
AXN,https://smt.pixman.us.ci/proxy/24add3f950a39908.m3u8
翡翠台 4K,https://smt.pixman.us.ci/proxy/7cc128b1aee2e798.m3u8
PopC,https://smt.pixman.us.ci/proxy/66d3b7594776ed7e.m3u8
美亚电影-HK,https://smt.pixman.us.ci/proxy/c5d58c41c9fd717e.m3u8
娛樂新聞台,https://smt.pixman.us.ci/proxy/923385355abbeac4.m3u8
無綫新聞台,https://smt.pixman.us.ci/proxy/b0228d9307d8a5a3.m3u8
鳳凰衛視中文台,https://smt.pixman.us.ci/proxy/cab5a1600acc3282.m3u8
凤凰卫视资讯,https://smt.pixman.us.ci/proxy/a41a47bb662e9820.m3u8
凤凰卫视香港.https://smt.pixman.us.ci/proxy/1136d566b92cf3b7.m3u8

春晚频道,#genre#
1987年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
1988年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
1989年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5194620763762726260_hlsb.m3u8
1993年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
1994年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
1995年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
1996年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
2000年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
2001年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
2002年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
2003年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
2004年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
2005年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
2006年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
2007年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
2009年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
2010年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
2013年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
2014年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
2018年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
2024年春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
2025年春晚,https://svipsvip.ffzyread1.com/20250129/35458_c988286f/index.m3
电影频道,#genre#
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
无线星河,https://cdn6.101.qzz.io/163189/tvbxh
靖天戏剧,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv058
靖天映画,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv055
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
CHC电影,http://183.237.95.108:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
三七电影V,https://goodiptv.club/douyu/9457792
东阳影视生活,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
五分钟电影汇,https://goodiptv.club/douyu/8443438
人在囧途,https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8
人在囧途之泰囧,https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8
人在囧途之港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
佛曰影视,https://goodiptv.club/douyu/9671758
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
冰冰影剧,http://www.goodiptv.club/douyu/74374
刀刀影院,http://www.goodiptv.club/douyu/747764
刘哔电影,https://goodiptv.club/douyu/2632223
前任电影,https://goodiptv.club/douyu/9329242
华语影视,http://www.goodiptv.club/douyu/3928
古装武侠,http://www.goodiptv.club/douyu/2793084
哈利影视,https://goodiptv.club/douyu/8475821
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
喜剧电影笑不停,https://goodiptv.club/douyu/10298856
噬元兽影视,https://goodiptv.club/douyu/8896723
四叶草影视,https://goodiptv.club/douyu/9446117
墨逗电影,https://goodiptv.club/douyu/9614847
大米饭影视,https://goodiptv.club/douyu/9824094
大荒电影,https://goodiptv.club/douyu/3508538
奇怪电影,https://goodiptv.club/douyu/9440966
安徽影视,https://www.ahtv.cn/folder9000/folder20193?channelIndex=3
寒战,https://vip.ffzy-play6.com/20221019/157_bf0740ee/index.m3u8
小儛电影嘚啵嘚,https://goodiptv.club/douyu/8362978
影视梗大叔,https://goodiptv.club/douyu/9480648
影视集装箱,https://goodiptv.club/douyu/8651489
怪兽马提尼电影,https://goodiptv.club/douyu/9075333
怪味爆米花电影,https://goodiptv.club/douyu/9422144
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
斗鱼港剧,http://www.goodiptv.club/douyu/5061550
无际电影,https://goodiptv.club/douyu/9720498
橙记港剧,http://www.goodiptv.club/douyu/4549169
每日好电影V,https://goodiptv.club/douyu/9533302
洛克电影,https://goodiptv.club/douyu/9414884
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
涛浪浪电影,https://goodiptv.club/douyu/5424258
淘剧场,http://zjzcf.synology.me:35455/bptv/10000100000000050000000003887497.m3u8
淘娱乐,http://zjzcf.synology.me:35455/bptv/10000100000000050000000003887499.m3u8
热门港剧,http://www.goodiptv.club/douyu/5522351
熊猫电影,https://goodiptv.club/douyu/3506483
爱星影视,https://goodiptv.club/douyu/9476806
特辑电影院,https://goodiptv.club/douyu/3637778
狗毛电影,https://goodiptv.club/douyu/9356637
独立鱼电影,https://goodiptv.club/douyu/2413555
猫眼电影,https://goodiptv.club/douyu/8726221
电影七十二变,https://goodiptv.club/douyu/9323164
电影丧尸片,http://live.metshop.top/huya/21059578?cdn=alicdn
电影先锋V,https://goodiptv.club/douyu/8711212
电影八点档,http://live.metshop.top/huya/880261?cdn=alicdn
电影刘德华,http://live.metshop.top/huya/11342424?cdn=alicdn
电影刘油果,https://goodiptv.club/douyu/3985805
电影功夫片,http://live.metshop.top/huya/11352941?cdn=alicdn
电影动作电影,http://live.metshop.top/huya/11602077?cdn=alicdn
电影嫣然影厅,http://live.metshop.top/huya/11601977?cdn=alicdn
电影幕后喵,https://goodiptv.club/douyu/8884074
电影战争片,http://live.metshop.top/huya/21059574?cdn=alicdn
电影搞笑喜剧,http://live.metshop.top/huya/11342423?cdn=alicdn
电影梁家辉,http://live.metshop.top/huya/11342429?cdn=alicdn
电影犯罪片,http://live.metshop.top/huya/11352974?cdn=alicdn
电影笔记,https://goodiptv.club/douyu/9636034
电影蜘蛛侠,http://live.metshop.top/huya/21059599?cdn=alicdn
电影谍战,http://live.metshop.top/huya/21059585?cdn=alicdn
电影谍战片,http://live.metshop.top/huya/21059587?cdn=alicdn
电影贺岁,http://live.metshop.top/huya/11601971?cdn=alicdn
电影迷小雅,https://goodiptv.club/douyu/9639225
电影高分动作,http://live.metshop.top/huya/11352884?cdn=alicdn
粤语电影丶,https://goodiptv.club/douyu/1226741
经典剧集,http://www.goodiptv.club/douyu/6863367
经典电影,https://yylunbo.ottiptv.cc/yy/1414812324
美亚电影,https://live.tvfix.org/live/mydy/index.m3u8
老电影故事,https://goodiptv.club/douyu/9167273
莱纳电影,https://goodiptv.club/douyu/9356937
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
豆瓣电影,https://live.tvfix.org/live/cmc/index.m3u8
贝爷求生,http://www.goodiptv.club/douyu/9661369
辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8
邵氏影院,http://www.goodiptv.club/douyu/4246519
野格影视,https://goodiptv.club/douyu/9931766
铁血影视汇,https://goodiptv.club/douyu/9649701
阿苏电影,https://goodiptv.club/douyu/9037784
韩国电影1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
韩国电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
龙哥盘电影,https://goodiptv.club/douyu/9736161
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8u8
央视IPV4,#genre#
CCTV1,http://101.35.240.114:88/live.php?id=CCTV1
CCTV2,http://101.35.240.114:88/live.php?id=CCTV2
CCTV3,http://101.35.240.114:88/live.php?id=CCTV3
CCTV4,http://101.35.240.114:88/live.php?id=CCTV4
CCTV5,http://101.35.240.114:88/live.php?id=CCTV5
CCTV5+,http://101.35.240.114:88/live.php?id=CCTV5p
CCTV6,http://101.35.240.114:88/live.php?id=CCTV6
CCTV7,http://101.35.240.114:88/live.php?id=CCTV7
CCTV8,http://101.35.240.114:88/live.php?id=CCTV8
CCTV9,http://101.35.240.114:88/live.php?id=CCTV9
CCTV10,http://101.35.240.114:88/live.php?id=CCTV10
CCTV11,http://101.35.240.114:88/live.php?id=CCTV11
CCTV12,http://101.35.240.114:88/live.php?id=CCTV12
CCTV13,http://101.35.240.114:88/live.php?id=CCTV13
CCTV14,http://101.35.240.114:88/live.php?id=CCTV14
CCTV15,http://101.35.240.114:88/live.php?id=CCTV15
CCTV16,http://101.35.240.114:88/live.php?id=CCTV16
CCTV17,http://101.35.240.114:88/live.php?id=CCTV17
CGTN英语,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CHC家庭影院,http://101.35.240.114:88/live.php?id=CHC家庭影院
CHC动作电影,http://101.35.240.114:88/live.php?id=CHC动作电影
CHC影迷电影,http://101.35.240.114:88/live.php?id=CHC影迷电影
卫视IPV4,#genre#
重温经典,http://101.35.240.114:88/live.php?id=重温经典
翡翠台,http://101.35.240.114:88/live.php?id=翡翠台
五星体育,http://101.35.240.114:88/live.php?id=五星体育
凤凰资讯,http://101.35.240.114:88/phenix.php?id=fhzx
凤凰中文,http://101.35.240.114:88/phenix.php?id=fhzw
凤凰香港,http://101.35.240.114:88/phenix.php?id=fhhk
湖南卫视,http://101.35.240.114:88/live.php?id=湖南卫视
北京卫视,http://101.35.240.114:88/live.php?id=北京卫视
深圳卫视,http://101.35.240.114:88/live.php?id=深圳卫视
浙江卫视,http://101.35.240.114:88/live.php?id=浙江卫视
江苏卫视,http://101.35.240.114:88/live.php?id=江苏卫视
陕西卫视,http://101.35.240.114:88/live.php?id=陕西卫视
湖北卫视,http://101.35.240.114:88/live.php?id=湖北卫视
内蒙古卫视,http://101.35.240.114:88/live.php?id=内蒙古卫视
江西卫视,http://101.35.240.114:88/live.php?id=江西卫视
广东卫视,http://101.35.240.114:88/live.php?id=广东卫视
东方卫视,http://101.35.240.114:88/live.php?id=东方卫视
西藏卫视,http://101.35.240.114:88/live.php?id=西藏卫视
新疆卫视,http://101.35.240.114:88/live.php?id=新疆卫视
青海卫视,http://101.35.240.114:88/live.php?id=青海卫视
东南卫视,http://101.35.240.114:88/live.php?id=东南卫视
吉林卫视,http://101.35.240.114:88/live.php?id=吉林卫视
四川卫视,http://101.35.240.114:88/live.php?id=四川卫视
天津卫视,http://101.35.240.114:88/live.php?id=天津卫视
安徽卫视,http://101.35.240.114:88/live.php?id=安徽卫视
山东卫视,http://101.35.240.114:88/live.php?id=山东卫视
山西卫视,http://101.35.240.114:88/live.php?id=山西卫视
广西卫视,
河北卫视,http://101.35.240.114:88/live.php?id=河北卫视
河南卫视,http://101.35.240.114:88/live.php?id=河南卫视
甘肃卫视,http://101.35.240.114:88/live.php?id=甘肃卫视
贵州卫视,http://101.35.240.114:88/live.php?id=贵州卫视
辽宁卫视,http://101.35.240.114:88/live.php?id=辽宁卫视
重庆卫视,http://101.35.240.114:88/live.php?id=重庆卫视
黑龙江卫视,http://101.35.240.114:88/live.php?id=黑龙江卫视
海南卫视,http://101.35.240.114:88/live.php?id=海南卫视
大湾区卫视,http://101.35.240.114:88/live.php?id=大湾区卫视
4K8K频道,#genre#
北京卫视4K,http://101.35.240.114:88/live.php?id=北京卫视
深圳卫视4K,http://101.35.240.114:88/live.php?id=深圳卫视4K
江苏卫视4K,http://101.35.240.114:88/live.php?id=江苏卫视4K
浙江卫视4K,http://101.35.240.114:88/live.php?id=浙江卫视4K
湖南卫视4K,http://101.35.240.114:88/live.php?id=湖南卫视4K
山东卫视4K,http://101.35.240.114:88/live.php?id=山东卫视4K
东方卫视4K,http://101.35.240.114:88/live.php?id=东方卫视4K
广东卫视4K,http://101.35.240.114:88/live.php?id=广东卫视4K
四川卫视4K,http://101.35.240.114:88/live.php?id=四川卫视4K
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
风云试看央卫频道,#genre#
CCTV1综合,http://iptv.4666888.xyz/iptv2A.php?id=7
CCTV2财经,http://iptv.4666888.xyz/iptv2A.php?id=8
CCTV3综艺,http://iptv.4666888.xyz/iptv2A.php?id=9
CCTV4中文国际,http://iptv.4666888.xyz/iptv2A.php?id=10
CCTV13新闻,http://iptv.4666888.xyz/iptv2A.php?id=11
CCTV14少儿,http://iptv.4666888.xyz/iptv2A.php?id=12
广东卫视,http://iptv.4666888.xyz/iptv2A.php?id=18
广东珠江,http://iptv.4666888.xyz/iptv2A.php?id=19
广东体育,http://iptv.4666888.xyz/iptv2A.php?id=20
湖南卫视,http://iptv.4666888.xyz/iptv2A.php?id=13
浙江卫视,http://iptv.4666888.xyz/iptv2A.php?id=14
江苏卫视,http://iptv.4666888.xyz/iptv2A.php?id=15
山西卫视,http://iptv.4666888.xyz/iptv2A.php?id=16
青海卫视,http://iptv.4666888.xyz/iptv2A.php?id=17
风云试看体育频道,#genre#
SPOTV,http://iptv.4666888.xyz/iptv2A.php?id=2
SPOTV2,http://iptv.4666888.xyz/iptv2A.php?id=1
astroFootball,http://iptv.4666888.xyz/iptv2A.php?id=4
TntSports1,http://iptv.4666888.xyz/iptv2A.php?id=3
智林体育,http://iptv.4666888.xyz/iptv2A.php?id=5
JSPORTS1,http://iptv.4666888.xyz/iptv2A.php?id=6
SkyTennis+,http://iptv.4666888.xyz/iptv2A.php?id=62
风云试看港澳频道,#genre#
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27
TVB黄金华剧,http://iptv.4666888.xyz/iptv2A.php?id=34
TVB翡翠(马来),http://iptv.4666888.xyz/iptv2A.php?id=28
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=29
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=25
千禧经典,http://iptv.4666888.xyz/iptv2A.php?id=22
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35
TVB-奖门人,http://iptv.4666888.xyz/iptv2A.php?id=31
TVB-金曲,http://iptv.4666888.xyz/iptv2A.php?id=57
RTHK31,http://iptv.4666888.xyz/iptv2A.php?id=23
TVB娱乐新闻,http://iptv.4666888.xyz/iptv2A.php?id=36
MYTV黄金翡翠,http://iptv.4666888.xyz/iptv2A.php?id=32
TVB翡翠剧集,http://iptv.4666888.xyz/iptv2A.php?id=33
澳视澳门,http://iptv.4666888.xyz/iptv2A.php?id=41
中国电影,http://iptv.4666888.xyz/iptv2A.php?id=61
风云试看台湾频道,#genre#
TVBS新闻,http://iptv.4666888.xyz/iptv2A.php?id=43
非凡新闻,http://iptv.4666888.xyz/iptv2A.php?id=44
民视,http://iptv.4666888.xyz/iptv2A.php?id=55
华艺中文,http://iptv.4666888.xyz/iptv2A.php?id=37
爱奇艺,http://iptv.4666888.xyz/iptv2A.php?id=21
靖洋戏剧,http://iptv.4666888.xyz/iptv2A.php?id=42
靖天电影,http://iptv.4666888.xyz/iptv2A.php?id=56
东森电影,http://iptv.4666888.xyz/iptv2A.php?id=48
FGM_gold电影,http://iptv.4666888.xyz/iptv2A.php?id=54
龙华电影,http://iptv.4666888.xyz/iptv2A.php?id=45
龙华洋片,http://iptv.4666888.xyz/iptv2A.php?id=60
风云恐怖电影,http://iptv.4666888.xyz/iptv2A.php?id=59
ROCK_Action,http://iptv.4666888.xyz/iptv2A.php?id=50
梦工场动漫,http://iptv.4666888.xyz/iptv2A.php?id=40
Duck TV儿童卡通,http://iptv.4666888.xyz/iptv2A.php?id=39
MOMO亲子,http://iptv.4666888.xyz/iptv2A.php?id=49
金光布袋戏,http://iptv.4666888.xyz/iptv2A.php?id=38
民视综艺,http://iptv.4666888.xyz/iptv2A.php?id=46
民视影剧,http://iptv.4666888.xyz/iptv2A.php?id=53
TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47
台视综合,http://iptv.4666888.xyz/iptv2A.php?id=51
TVBS台剧,http://iptv.4666888.xyz/iptv2A.php?id=58
八度空间,http://iptv.4666888.xyz/iptv2A.php?id=52
韩流美食料理秀,http://iptv.4666888.xyz/iptv2A.php?id=63
娱乐百分百,http://iptv.4666888.xyz/iptv2A.php?id=64
综艺大赢家,http://iptv.4666888.xyz/iptv2A.php?id=65

